NrKR;ROURO;MURO;RAHF;NRMATKI;RMHF;NROJCA;ROHF;ROKWY;MIEWY;KGMLE;KGT£U;PRT£U;KGBIA£;PRBIA£
43391808;1996;3;0.72;43332271;0.5;9008940;0.94;1998;5;6034;223;3.69;193;3.2
37789113;1995;2;0.5;43332180;0.5;1248615;0.5;1997;4;4935;190;3.85;147;2.98
43380732;1994;8;0.25;433121889;0;1248615;0.5;1996;11;5249;213;4.05;166;3.16
43379249;1994;3;0.62;37759184;0.25;546745;1;1996;10;5593;273;4.88;187;3.36
43380745;1994;8;0.68;43332093;0.37;4719546;1;1996;10;5324;202;3.8;154;2.9
43379948;1994;4;0.81;43312293;0.62;4719546;1;1996;12;6415;256;3.99;190;2.96
53300184;1995;10;0.67;37777088;0.35;4719546;1;1998;1;5937;228;3.83;167;2.81
43380751;1994;9;0.62;27764339;0.25;4719546;1;1996;12;5036;212;4.21;162;3.22
43379932;1994;4;0.5;277838256;0;4719546;1;1996;11;5780;241;4.17;176;3.04
53300156;1995;8;0.5;43369820;0;4719546;1;1998;3;6587;229;3.47;211;3.21
43380777;1994;10;0.68;43332594;0.37;4719546;1;1996;12;6849;242;3.54;189;2.76
43380746;1994;8;0.62;37777016;0.25;4719546;1;1997;5;5455;245;4.5;181;3.33
43380771;1994;9;0.5;33354238;1;4719546;1;1996;12;5276;202;3.83;163;3.08
43380792;1994;10;0.5;37777032;0;4719546;1;1996;12;6478;240;3.7;179;2.76
43390967;1995;1;0.75;43312384;0.5;4719546;1;1997;3;5856;226;3.86;177;3.03
43380758;1994;9;0.5;43338892;0;4719546;1;1996;11;4790;189;3.94;139;2.9
43380757;1994;9;0.59;433324461;0.25;9027647;0.94;1996;12;6492;262;4.04;198;3.05
43391610;1996;1;0.75;37759137;0.5;6456342;1;1998;7;4905;211;4.31;169;3.45
53313231;1998;5;0.62;433909083;0.43;371401;0.81;2000;9;1811;106;5.86;51;2.85
43380721;1994;8;0.78;43352378;0.56;4719546;1;1996;9;3877;159;4.09;122;3.15
53308512;1997;8;0.62;43370356;0.85;551948;1;2000;3;7264;256;3.53;211;2.91
53301261;1996;6;0.67;43332282;0.6;910112;0.75;1998;12;4559;190;4.16;142;3.11
43393786;1996;10;0.5;43332528;0;551948;1;1999;3;4832;171;3.53;145;3
43353142;1993;1;0.37;333722375;0;5804518;0.75;1995;8;3824;158;4.11;124;3.23
43380748;1994;8;0.68;33389233;0.5;5115711;0.87;1997;3;5584;217;3.89;178;3.18
43394312;1996;12;0.62;43370384;0.62;720905;0.63;1999;4;4009;163;4.07;129;3.21
43372876;1993;9;0.62;37759126;0.25;5441348;1;1995;11;4294;156;3.64;135;3.14
43392124;1996;4;0.75;37759007;0.5;1464142;1;1998;6;5807;220;3.79;186;3.2
53308355;1997;6;0.72;43379228;0.44;7186346;1;1999;10;4560;182;4;157;3.44
37789136;1995;4;0.75;43332238;0.5;4719546;1;1997;6;5399;224;4.16;166;3.08
53313230;1998;5;0.47;433799933;0;9067344;0.94;2000;9;1065;36;3.36;33;3.12
43393789;1996;11;0.5;33354101;0;551948;1;1999;3;4720;204;4.33;152;3.23
43394318;1996;12;0.87;433799488;0.75;5511948;1;1999;8;4256;168;3.94;138;3.24
43332626;1991;7;0.5;23361333;0;5605346;1;1994;2;3389;143;4.22;109;3.21
53311320;1997;9;0.76;43379985;0.74;370407;0.78;2000;1;5193;179;3.44;162;3.11
53311343;1997;11;0.87;37777118;0.75;6456342;1;2000;2;6869;231;3.37;203;2.96
43391035;1995;2;0.68;37734123;0.5;5115711;0.87;1997;5;5134;218;4.26;168;3.27
53311382;1998;1;0.59;43338664;0.31;9081841;0.88;2000;5;5120;182;3.56;159;3.11
43392129;1996;4;0.68;33389222;0.37;6456342;1;1998;6;6532;234;3.58;214;3.28
53313274;1998;6;0.81;433921297;0.68;9067249;0.94;2000;9;1896;71;3.76;60;3.19
43352417;1992;3;0.5;33354270;0;5437446;1;1994;4;3765;170;4.53;128;3.41
37777086;1993;3;0.25;37759088;0.5;4632914;0;1995;7;4311;179;4.15;142;3.3
43391562;1996;1;0.75;43373818;0.75;1840910;0.75;1998;4;5045;209;4.14;165;3.27
53305270;1997;2;0.61;27790621;0.25;551948;1;1999;8;3790;148;3.92;121;3.2
43352306;1991;12;0.12;333149331;0.25;4480717;0;1994;7;3165;125;3.95;93;2.95
53308545;1997;9;0.62;43353415;0.25;551948;1;2000;3;4893;198;4.04;176;3.6
53311326;1997;10;0.75;43379928;0.5;7986641;1;2000;1;4092;168;4.11;139;3.4
43391586;1995;12;0.5;13311568;0;1464142;1;1998;12;4261;164;3.85;124;2.91
53308381;1997;6;0.75;53300105;0.5;551948;1;2000;1;4757;155;3.25;156;3.28
43373973;1994;2;0.62;27767522;0.25;5441348;1;2000;4;4291;164;3.83;135;3.15
53311305;1997;9;0.79;53300112;0.7;9081841;0.88;2000;1;5811;191;3.28;174;3
43392141;1996;4;0.56;43352319;0.12;9042493;1;1998;6;4492;172;3.82;142;3.16
43338664;1992;8;0.31;43332089;0.37;4645414;0.25;1994;11;5016;200;3.99;167;3.83
37777013;1992;5;0.25;33389277;0.5;4251318;0;1994;8;4146;181;4.37;146;3.51
43391124;1995;3;0.62;433121978;0.25;4719546;1;1997;7;5992;228;3.81;182;3.04
53300185;1995;11;0.75;43332267;0.62;6118247;0.87;1998;4;4756;178;3.74;154;3.24
43373801;1993;11;0.5;33372159;0;5441348;1;1995;12;5332;199;3.74;160;3
53311302;1997;9;0.87;53300126;0.75;551948;1;2000;1;3967;145;3.66;128;3.22
43379936;1994;4;0.5;43352439;0;4719546;1;1996;7;4198;189;4.49;140;3.33
43379239;1994;2;0.5;43312298;0;546745;1;1996;6;4427;185;4.19;151;3.42
43390921;1994;11;0.5;27790664;0;552542;1;1997;1;5215;214;4.11;162;3.1
43391524;1995;11;0.5;27790656;0;1841146;1;1998;1;6218;223;3.59;190;3.06
53300179;1995;9;0.62;43332369;0.25;9042443;1;1997;12;6149;205;3.33;173;2.81
43391564;1995;12;0.75;43332064;0.5;1841142;1;1998;4;5712;251;4.39;189;3.31
43391646;1996;2;0.84;43370386;0.68;1464142;1;1998;5;5097;167;3.27;154;3.02
53308387;1997;7;0.81;43373973;0.62;7186346;1;2000;1;4637;153;3.31;158;3.41
53311321;1997;9;0.68;43338894;0.37;6456342;1;2000;1;5052;170;3.37;163;3.22
53308550;1997;9;0.78;43379187;0.56;551948;1;2000;3;4428;164;3.71;143;3.23
53300110;1995;7;0.62;43353118;0.25;4719547;1;1998;1;6639;241;3.63;202;3.05
43391651;1996;2;0.75;37734200;0.5;6456342;1;1998;5;6009;220;3.66;184;3.07
43353994;1993;3;0.54;43312297;0.5;324008;0.58;1995;6;3874;158;4.08;127;3.27
53308357;1997;6;0.81;43370129;0.62;551948;1;1999;10;1604;70;4.36;49;3.06
43391584;1995;12;0.75;43332269;0.5;1464142;1;1998;5;5975;223;3.73;200;3.35
53305364;1997;3;0.5;43353156;0;551948;1;1999;8;4081;165;4.03;139;3.4
43373969;1994;2;0.59;43332230;0.5;892217;0.68;1996;5;4456;176;3.95;142;3.18
53311407;1998;1;0.56;43332321;0.25;9081841;0.88;2000;5;4525;167;3.69;143;3.16
43373352;1993;11;0.5;33372226;0;5441348;1;1996;3;4871;213;4.37;159;3.26
43352366;1992;2;0.5;43312349;0;5437446;1;1994;4;4701;189;4.02;153;3.25
53300107;1995;6;0.5;43312296;0;1841142;1;1998;5;5931;201;3.38;185;3.12
43391536;1995;11;0.37;43332688;0.25;6118247;0.87;1998;4;6777;267;3.94;221;3.26
43380722;1994;8;0.5;37759191;0;4719546;1;1997;2;5919;234;3.95;189;3.19
43391676;1996;2;0.56;43353147;0.12;6456342;1;1998;4;5911;237;4.01;192;3.25
43380774;1994;9;0.5;27783804;0;4719546;1;1997;1;5612;212;3.95;166;2.96
43391644;1995;2;0.62;27767522;0.25;1464142;1;1998;5;5454;233;4.27;178;3.26
43391127;1995;3;0.68;43353156;0.5;6118247;0.87;1997;4;5871;231;3.94;183;3.11
53301296;1996;8;0.56;43332112;0.25;915045;0.87;1999;1;5439;236;3.67;202;3.13
43391543;1995;11;0.43;43332637;0;6118247;0.87;1998;7;5794;236;4.07;195;3.36
43372571;1993;3;0.5;33314738;0.25;5804518;0.75;1995;5;4318;165;3.81;133;3.08
43353156;1993;2;0.5;33314780;0.25;5804518;0.75;1995;3;4628;189;4.09;154;3.33
43332656;1991;9;0.25;43312091;0.5;4480717;0;1994;2;4850;211;4.36;152;3.15
43370125;1993;6;0.56;43332332;0.37;5804518;0.75;1995;9;4383;186;4.25;158;3.61
43390970;1995;1;0.56;27767522;0.25;5115711;0.87;1997;2;5071;192;3.78;159;3.13
43390927;1994;11;0.5;43332655;0;4719516;1;1997;2;4414;183;4.14;144;3.27
43393325;1996;8;0.64;43399904;0.53;410112;0.75;1999;1;4136;185;4.48;143;3.45
43391075;1995;3;0.43;37759169;0.25;438209;0.62;1997;8;4305;185;4.3;142;3.29
53301262;1996;6;0.62;37777086;0.25;7077945;1;1998;12;5962;246;4.12;196;3.29
43372868;1993;8;0.12;433123938;0.25;326901;0;1995;10;3477;148;4.26;117;3.37
53300169;1995;9;0.79;37759142;0.72;6118247;0.87;1998;6;6482;244;3.77;200;3.08
53308384;1997;7;0.78;533000660;0.62;2131546;0.94;1999;10;5126;188;3.67;154;3.01
43373351;1993;10;0.5;23318358;0;5441348;1;1996;1;4674;168;3.59;148;3.16
43340170;1992;10;0.5;27790671;0;4687947;1;1994;12;4329;165;3.81;146;3.37
43391038;1995;1;0.43;43332597;0.25;350801;0.62;1997;3;5432;209;3.84;153;2.81
53305294;1997;2;0.84;37770611;0.75;2131546;0.94;1999;11;4808;162;3.37;145;3.01
53308546;1997;9;0.62;43353515;0.25;551948;1;2000;3;5196;226;4.34;174;3.34
53305492;1997;6;0.65;43391022;0.31;551948;1;1999;9;4549;169;3.72;145;3.18
53308511;1997;8;0.86;53300019;0.73;551948;1;1999;11;4997;185;3.71;152;3.04
53305451;1997;5;0.75;43332265;0.5;551948;1;1999;8;4903;208;4.24;138;2.81
43394379;1997;1;0.5;43379946;0;551948;1;1999;9;2808;88;3.15;85;3.04
43391087;1995;3;0.75;433122932;0.62;6118847;0.87;1997;6;3721;151;4.07;119;3.21
43391545;1995;12;0.6;43352566;0.37;589905;0.81;1998;7;3251;106;3.27;105;3.22
37777079;1993;3;0.28;43332259;0.56;4632914;0;1995;5;4215;173;4.11;134;3.17
53301295;1996;8;0.69;33389238;0.5;915045;0.87;1998;11;4443;200;4.5;145;3.27
53305365;1997;3;0.5;433325360;0;1995840;1;1999;10;5137;209;4.07;152;2.95
43370394;1993;7;0.56;27790655;0.12;5441348;1;1995;11;4078;143;3.51;115;2.81
43390969;1996;1;0.68;43339912;0.5;5115711;0.87;1997;3;4764;196;4.12;153;3.22
53305291;1997;5;0.81;43390970;0.62;551948;1;1999;11;5203;204;3.93;157;3.02
43352398;1992;2;0.5;133948270;0;4687947;1;1994;4;4236;178;4.21;142;3.36
43391633;1996;2;0.62;23361536;0.25;6456342;1;1998;8;3803;132;3.46;119;3.14
43393327;1996;8;0.56;43379993;0.25;915045;0.87;1999;1;5402;238;4.41;193;3.57
43390902;1994;11;0.68;433122283;0.37;552542;1;1997;1;5770;235;4.06;183;3.77
53308504;1997;7;0.65;43339500;0.37;2131546;0.94;1999;10;5826;232;3.97;181;3.11
53308543;1997;8;0.85;53300092;0.7;551948;1;2000;2;3997;113;3.24;105;2.99
43380796;1994;10;0.5;33354288;0;4719546;1;1997;1;5845;230;3.94;183;3.13
53311381;1998;1;0.62;43332060;0.25;1995840;1;2000;4;4715;162;3.44;147;3.05
43391130;1995;3;0.68;43352247;0.37;7027645;1;1997;6;4264;168;3.94;121;2.83
43379952;1994;5;0.65;43332498;0.5;418708;0.81;1996;8;5169;202;3.9;154;2.98
43380701;1994;5;0.31;43352306;0.12;1248615;0.5;1996;8;4264;170;3.99;136;3.19
43380709;1994;6;0.68;33399617;0.37;4719546;1;1996;8;4346;182;4.18;135;3.1
53308382;1997;1;0.78;53300083;0.56;551948;1;2000;1;5699;202;3.54;170;2.99
43379916;1994;4;0.68;43352298;0.37;4719546;1;1996;7;4322;174;4.03;133;3.08
43379293;1994;4;0.5;33370946;0;546745;1;1996;8;3224;148;4.6;111;3.43
43379242;1994;3;0.5;43332012;0;546745;1;1996;7;4330;155;3.59;125;2.88
53300120;1995;7;0.53;43353991;0.21;9032240;0.94;1997;10;5331;215;4.03;162;3.03
43391078;1995;2;0.62;43312195;0.25;4719546;1;1997;4;4988;206;4.13;161;3.22
53308386;1997;7;0.84;53300099;0.75;2131546;0.94;1999;10;5622;207;3.69;182;3.24
37789061;1994;5;0.37;43352330;0.25;5370618;0.5;1996;7;4393;176;4.02;148;3.37
43391133;1995;4;0.68;43312337;0.5;6118247;0.87;1997;6;4425;157;3.55;127;2.88
37789063;1994;5;0.62;333709393;0.5;6823911;0.75;1996;7;3534;142;4.01;110;3.1
43393702;1996;6;0.75;43332666;0.5;9042443;1;1998;8;4652;183;3.93;154;3.31
53305485;1997;6;0.75;43339912;0.5;1995840;1;2000;1;5487;168;3.06;168;3.06
37789065;1994;5;0.68;433324568;0.62;6823911;0.75;1996;8;5219;195;3.73;155;2.97
43391040;1995;2;0.43;33389078;0;5115749;0.87;1997;3;4461;173;3.88;138;3.09
43379282;1994;4;0.5;43352343;0.5;1248615;0.5;1996;6;4444;151;3.4;123;3.76
53311330;1997;10;0.56;43339045;0.12;1995840;1;2000;4;5710;177;3.1;169;2.96
37791314;1997;6;0.81;37789054;0.62;9071448;1;1999;9;7977;345;4.33;264;3.31
37790764;1997;4;0.9;37777134;0.81;9072547;1;1999;8;8052;290;3.61;250;3.11
37790642;1996;2;0.75;43332026;0.5;9013343;1;1998;8;6912;292;4.22;217;3.14
43352470;1992;4;0.62;33399818;0.5;305006;0.75;1994;12;6923;283;4.08;235;3.4
37777120;1993;9;0.81;37759063;0.62;5441348;1;1995;10;7603;311;4.09;256;3.41
37777116;1993;8;0.81;33389096;0.62;5441348;1;1995;10;6663;306;4.59;240;3.6
37789048;1994;4;0.78;37759162;0.56;4719546;1;1996;6;7578;340;4.48;225;2.97
37789181;1996;1;0.75;43339049;0.5;9002841;1;1998;7;6920;300;4.33;240;3.47
37789187;1996;1;0.75;37759074;0.5;9002841;1;1998;7;6471;305;4.71;218;3.37
37790668;1996;6;0.81;43342419;0.62;9013343;1;1998;9;7012;341;4.87;229;3.26
37790776;1997;5;0.87;37777081;0.75;9059444;1;2000;1;8330;283;3.4;251;3.01
37791319;1997;7;0.8;43370380;0.61;9071448;1;1999;12;8767;242;2.76;271;3.09
37791342;1997;11;0.87;37777106;0.75;9056547;1;2000;6;5892;224;3.8;180;3.05
37790756;1997;4;0.79;43391089;0.59;9059444;1;1999;7;9472;342;3.61;300;3.17
37790747;1997;3;0.75;43372580;0.5;9072547;1;1999;8;7575;258;3.41;247;3.26
37791308;1997;6;0.78;43391096;0.56;9059444;1;1999;9;7286;350;4.81;262;3.59
37790643;1996;3;0.75;37759129;0.5;9002841;1;1998;7;7036;308;4.38;262;3.73
37777058;1993;1;0.81;43312306;0.62;4687947;1;1995;1;9514;377;3.96;303;3.19
37789125;1995;3;0.78;43312270;0.62;9008940;0.94;1997;6;7112;339;4.76;250;3.51
37789196;1996;2;0.81;43353095;0.62;9002841;1;1998;7;7197;312;4.34;248;3.44
37791327;1997;8;0.87;37789070;0.73;9056547;1;1999;11;8306;256;3.12;247;2.97
37789070;1994;6;0.73;43332525;0.47;4719546;1;1994;7;6996;301;4.3;234;3.34
37790779;1997;5;0.87;43379299;0.75;9059444;1;1999;9;8812;267;3.03;269;3.05
37790741;1997;1;0.87;37777142;0.75;9072547;1;1999;5;7044;301;4.28;217;3.08
37789039;1994;4;0.87;37759048;0.75;4719546;1;1996;7;7399;306;4.13;232;3.13
37790774;1997;5;0.87;37789009;0.75;9059444;1;1999;10;7609;294;3.86;228;2.99
37777104;1993;7;0.71;37759103;0.67;5804518;0.75;1995;11;7568;313;4.13;258;3.41
37777069;1996;2;0.5;33314593;0.25;8504518;0.75;1995;4;7165;315;4.39;249;3.48
37789131;1995;4;0.78;43312324;0.62;9008940;0.94;1997;5;9530;425;4.46;313;3.28
37789134;1995;4;0.81;43332456;0.62;4719546;1;1997;7;8159;316;3.87;264;3.23
37790780;1997;5;0.9;37777125;0.81;9059444;1;1999;9;7505;236;3.15;224;2.98
37777062;1993;2;0.68;33381015;0.5;5115711;0.87;1995;7;8892;377;4.24;309;3.47
37789054;1994;5;0.62;43352391;0.75;1248615;0.5;1996;8;6403;303;4.74;227;3.54
37789124;1995;3;0.72;33399822;0.5;9008940;0.94;1997;4;7253;319;4.4;228;3.14
37789119;1995;3;0.72;27789285;0.5;9032450;0.94;1997;6;7338;336;4.58;249;3.4
37789105;1995;6;0.78;53399615;0.62;9008940;0.94;1997;5;8565;379;4.42;273;3.19
37790720;1996;10;0.9;43380725;0.81;3786344;1;1999;2;5383;215;3.99;150;2.78
37789108;1995;1;0.68;33399842;0.5;5115749;0.87;1997;4;6821;332;4.87;218;3.19
43391627;1996;1;0.75;43373367;0.5;1464142;1;1998;7;7302;292;4;238;3.26
43391574;1995;12;0.75;43332182;0.5;1464142;1;1998;3;7265;245;3.37;226;3.11
37790722;1996;10;0.9;37789084;0.81;9072547;1;1998;12;6575;231;3.51;186;2.83
37790674;1996;6;0.87;37789011;0.75;9059549;1;1998;7;5912;239;4.04;187;3.16
37777101;1993;6;0.5;33354221;0;5441348;1;1995;10;6948;280;4.02;225;3.24
37790772;1997;4;0.79;43391119;0.59;9059444;1;1999;8;5756;235;4.08;193;3.36
37790748;1997;3;0.82;37777105;0.62;1995840;1;1999;8;5608;239;4.26;167;2.98
37789016;1994;2;0.81;43312123;0.62;546745;1;1996;6;6925;303;4.37;221;3.19
43352391;1992;3;0.75;33389261;0.5;3790848;1;1994;5;7046;301;4.27;239;3.39
53300148;1995;8;0.72;43352373;0.5;3773844;0.94;1997;10;7760;264;3.4;237;3.05
37789069;1994;6;0.81;43312076;0.62;4719546;1;1996;8;6685;317;4.74;229;3.42
37791310;1997;6;0.87;37789130;0.75;9059444;1;1999;10;6629;296;4.47;207;3.12
37789093;1994;10;0.78;37734193;0.62;9008940;0.94;1998;1;9341;454;4.86;297;3.18
37789107;1995;1;0.68;43339049;0.5;5115749;0.87;1997;4;7371;351;4.76;246;3.34
37789149;1995;6;0.78;43332443;0.62;9032240;0.94;1997;8;8169;362;4.44;277;3.39
37789164;1995;9;0.81;37777096;0.62;1464142;1;1997;11;7628;282;3.7;259;3.4
37790749;1997;3;0.87;37789005;0.75;9072547;1;1999;7;6123;263;4.3;198;3.23
37790670;1996;6;0.87;37789018;0.75;9059549;1;1998;9;7857;289;3.67;225;2.87
37790679;1996;7;0.87;37789004;0.75;9042443;1;1998;12;7700;295;3.83;233;3.03
37791305;1997;5;0.81;43391134;0.63;551948;1;1999;9;6938;306;4.41;218;3.14
37789126;1995;3;0.72;43332331;0.5;9008940;0.94;1997;8;8544;352;4.12;265;3.1
37790775;1997;5;0.9;37789105;0.81;9059444;1;1999;9;6674;262;3.93;217;3.25
37791315;1997;6;0.82;37777062;0.64;9071448;1;1999;11;7485;303;4.04;224;2.99
37789167;1995;10;0.75;37777101;0.5;9042443;1;1998;3;6646;274;4.12;224;3.37
37790666;1996;6;0.87;37789036;0.75;9059444;1;1998;8;7260;268;3.7;231;3.18
37789190;1996;1;0.75;43312077;0.5;9013343;1;1998;9;6070;280;4.61;200;3.3
37790751;1997;3;0.78;43353105;0.56;9072547;1;1999;8;8786;382;4.35;280;3.19
37790761;1997;4;0.71;43391021;0.37;551948;1;1999;8;8254;448;5.43;273;3.32
43353095;1992;12;0.62;33314848;0.25;4687947;1;1995;3;6892;322;4.67;239;3.47
37789014;1994;2;0.75;27790631;0.5;5441348;1;1996;9;8039;370;4.61;256;3.19
37790675;1996;7;0.84;37777056;0.68;9013343;1;1999;5;8390;322;3.83;268;3.2
37790732;1996;11;0.81;43352559;0.62;9072547;1;1999;3;8571;396;4.61;249;2.91
37789117;1995;3;0.78;43332305;0.62;9032240;0.94;1997;4;8828;367;4.15;287;3.25
37791316;1997;7;0.77;53300027;0.85;551948;1;1999;10;8828;372;4.21;263;2.98
37790656;1996;5;0.68;43312369;0.37;9002842;1;1998;9;7302;341;4.67;267;3.62
37790678;1996;7;0.75;37789034;0.5;9059549;1;1998;12;8676;437;5.03;298;3.43
37791313;1997;6;0.87;37789004;0.75;9071448;1;2000;1;7854;344;4.38;248;3.16
37791321;1997;7;0.87;37777097;0.75;9071448;1;1999;11;8328;403;4.84;258;3.1
37790757;1997;4;0.84;37777036;0.68;9072547;1;1999;8;6206;292;4.71;206;3.32
37790708;1996;8;0.78;37789067;0.62;2131546;0.94;1999;1;8659;394;4.55;249;2.87
37777127;1993;10;0.75;43312186;0.5;5441348;1;1996;8;4650;394;4.16;259;3.38
37790773;1997;4;0.75;43391091;0.5;551946;1;1999;11;7890;317;4.02;253;3.21
